会社名,事業所コード,施設名,指定番号,郵便番号,開設日,住所,開設年数,住所（建物名）,建物構造,電話番号,建物階数,FAX番号,居室数,フリーダイヤル,内SS数,メールアドレス,定員数,URL,サービス種類,サービス有効期限,土地所有区分,敷地面積（㎡数）,敷地面積（坪数）,敷地内駐車場台数,購入金額,坪単価,家賃,契約期間,自動更新の有無,契約年数,土地備考,土地管理会社名,土地管理会社郵便番号,土地管理会社住所,土地管理会社住所（建物名）,土地管理会社電話番号,土地管理会社FAX番号,土地管理会社メールアドレス,土地管理会社URL,土地管理会社備考,土地オーナー氏名,土地オーナー郵便番号,土地オーナー住所,土地オーナー住所（建物名）,土地オーナー電話番号,土地オーナーFAX番号,土地オーナーメールアドレス,土地オーナーURL,土地オーナー備考,建物所有区分,建築面積（㎡数）,建築面積（坪数）,竣工日,延床面積（㎡数）,延べ床面積（坪数）,築年数,建築費用,坪単価,耐用年数,建設協力金,建物家賃,建物契約年数,建物契約開始日,建物契約終了日,建物自動更新の有無,施工会社,施工会社連絡先,定期調査会社,調査日,建物備考,建物管理会社名,建物管理会社電話番号,建物管理会社メールアドレス,建物オーナー氏名,建物オーナー電話番号,建物オーナーメールアドレス,電力会社,電気保安管理業者,電気保守点検実施日,PAS有無,PAS更新年月日,キュービクル有無,キュービクルメーカー,キュービクル年式,非常用発電機有無,非常用発電機メーカー,非常用発電機年式,電気設備備考,水道契約会社,受水槽清掃業者,受水槽清掃実施日,浴槽循環方式,ろ過器設置の有無,ろ過器メーカー,ろ過器年式,受水槽設置の有無,受水槽メーカー,受水槽年式,加圧ポンプメーカー,加圧ポンプ年式,浄化槽設置の有無,浄化槽メーカー,浄化槽年式,浄化槽点検・清掃業者,浄化槽点検・清掃実施日,レジオネラ検査実施日,レジオネラ検査結果（初回）,レジオネラ検査結果（2回目）,水道設備備考,ガス会社,ガス保安管理業者,ガス保守点検実施日,ガス設備備考,エレベーター有無,エレベーターメーカー,エレベーター年式,エレベーター保守会社,エレベーター保守実施日,エレベーター設備備考,空調設備_フロンガス点検業者,空調設備_点検実施日,空調設備_点検対象機器,空調設備_備考,照明設備_メーカー,照明設備_更新日,照明設備_保証期間,照明設備_備考,防犯カメラ管理業者,防犯カメラ年式,防犯カメラ備考,電子錠管理業者,電子錠年式,電子錠備考,防火管理者,消防訓練実施日,消防設備点検業者,消防設備点検実施日,防災実地訓練実施日,防災起動訓練実施日,防災備考,引き渡し図面備考,図面備考,外装_防水_施工日,外装_防水_施工会社,外装_防水_担当者,外装_防水_連絡先,外装_防水_備考,外装_防水_特記事項,外装_塗装_施工日,外装_塗装_施工会社,外装_塗装_担当者,外装_塗装_連絡先,外装_塗装_備考,外装_塗装_特記事項,内装リニューアル_リニューアル日,内装リニューアル_会社名,内装リニューアル_担当者,内装リニューアル_連絡先,内装リニューアル_特記事項,内装・意匠履歴_全データ,その他_改修工事履歴_全データ,その他契約書_会社名,その他契約書_契約書の種類,その他契約書_契約内容,その他契約書_自動更新の有無,その他契約書_自動更新詳細,その他契約書_契約開始日,その他契約書_契約終了日,その他契約書_金額,その他契約書_備考,給食契約書_会社名,給食契約書_契約書の種類,給食契約書_契約内容,給食契約書_自動更新の有無,給食契約書_契約開始日,給食契約書_契約終了日,給食契約書_金額,給食契約書_備考,駐車場契約書_会社名,駐車場契約書_契約書の種類,駐車場契約書_契約内容,駐車場契約書_自動更新の有無,駐車場契約書_契約開始日,駐車場契約書_契約終了日,駐車場契約書_金額,駐車場契約書_台数,駐車場契約書_備考
株式会社シダー,61212,"あおぞらの里 馬橋ケアプランセンター",6171200212,,,,,,,,,,,,,,,,,,自社所有,2882.06,871.77,29,140909416,161636,,,,,自社所有物件として長期的な運営を予定。災害時の避難経路確保済み。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,佐藤建設,,,,,2025-08-19,渡辺リフォーム,小林大輔,346-208-1487,,,,,,,,"[NO:1235|日付:2025-07-10|会社:加藤住宅設備|金額:857,514|内容:換気扇清掃|担当:鈴木美咲|連絡先:|備考:|特記事項:] / [NO:1237|日付:2024-06-10|会社:株式会社山田工務店|金額:|内容:天井改修工事|担当:小林大輔|連絡先:463.867.5682|備考:|特記事項:] / [NO:1236|日付:2023-11-25|会社:小林電設|金額:133,242|内容:内装リニューアル工事|担当:|連絡先:417-463-3725|備考:|特記事項:]","[NO:1240|日付:2025-03-29|会社:中村建築|金額:|内容:鉄部塗装工事|担当:田中花子|連絡先:|備考:|特記事項:Deleniti aut suscipit quia ratione culpa fugiat id voluptate.] / [NO:1238|日付:2024-12-26|会社:田中電気工事|金額:824,061|内容:配管工事|担当:小林大輔|連絡先:(820) 652-8157|備考:|特記事項:Ut et aut nihil ullam molestiae eum consequatur omnis ad ad quasi quibusdam.] / [NO:1241|日付:2024-12-25|会社:|金額:561,239|内容:内装リニューアル工事|担当:|連絡先:463.801.0834|備考:|特記事項:] / [NO:1242|日付:2024-05-27|会社:渡辺リフォーム|金額:|内容:内装リニューアル工事|担当:伊藤正男|連絡先:818.208.1427|備考:Molestiae vel enim et facilis ducimus natus provident non recusandae placeat sint alias dolores libero est nostrum rerum ut.|特記事項:] / [NO:1243|日付:2024-04-10|会社:渡辺リフォーム|金額:|内容:鉄部塗装工事|担当:渡辺由美|連絡先:+18656131996|備考:|特記事項:] / [NO:1239|日付:2024-01-30|会社:高橋塗装|金額:|内容:壁面改修工事|担当:小林大輔|連絡先:|備考:|特記事項:]"
株式会社シダー,61221,"あおぞらの里 八千代ケアプランセンター",6171200221,,,,,,,,,,,,,,,,,,賃貸,2152.35,651.04,17,,,259706,"2023年9月21日 ～ 2026年9月21日",,3年,賃貸契約による運営。契約更新時の条件見直し要検討。賃料改定の可能性について定期的に協議。近隣に公共交通機関あり、アクセス良好。バリアフリー対応済み。,住友不動産販売株式会社,295-1192,"202 Berry Radial
New Tessieside, OH 85804-0054",商業ビル4F,0426-54-2112,08-55-8298,office@property.co.jp,https://www.real-estate-service.jp,,"Connie Dicki",413-6072,"44956 Dameon Fork
East Clementberg, NH 40825",△△ハイツ□□号,07-505-6467,,,,賃料改定については市場相場を考慮した柔軟な対応。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-26,株式会社山田工務店,佐藤次郎,,,,,,,,,,2025-06-23,,,,,,"[NO:1251|日付:2025-09-16|会社:|金額:|内容:鉄部塗装工事|担当:|連絡先:(636) 368-7645|備考:Sed voluptates exercitationem illum a eum et repudiandae inventore quae quos optio perspiciatis dignissimos facilis voluptatibus.|特記事項:] / [NO:1249|日付:2025-05-16|会社:小林電設|金額:131,257|内容:壁紙張替え工事|担当:|連絡先:|備考:Consequatur quia eum optio modi et non nihil enim aspernatur earum et sed qui excepturi quo.|特記事項:Et expedita non neque praesentium quo nihil beatae non hic.] / [NO:1252|日付:2024-10-07|会社:|金額:104,925|内容:照明設備更新|担当:鈴木美咲|連絡先:+1.947.890.7463|備考:|特記事項:] / [NO:1253|日付:2024-05-13|会社:小林電設|金額:893,802|内容:ベランダ防水工事|担当:渡辺由美|連絡先:+1-424-563-6510|備考:|特記事項:Sunt qui voluptatem voluptatem et doloribus nostrum debitis.] / [NO:1250|日付:2024-03-29|会社:加藤住宅設備|金額:799,341|内容:ドア修理|担当:|連絡先:+1-515-830-1847|備考:|特記事項:Incidunt numquam rerum corrupti quisquam libero deserunt eligendi dolores est debitis veritatis ducimus et.]"
株式会社シダー,61231,"あおぞらの里 鎌ケ谷ケアプランセンター",6171200231,,,,,,,,,,,,,,,,,,自社所有,2756.48,833.78,38,141585016,169811,,,,,自社所有物件として長期的な運営を予定。災害時の避難経路確保済み。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-20,中村建築,高橋健一,,"Qui consequatur harum porro labore suscipit pariatur dolorum dolorem amet.","Et aut numquam architecto et nostrum iste quod laudantium sed error officiis nobis.",2024-08-07,,鈴木美咲,,,,,,,,,"[NO:1258|日付:2025-02-19|会社:田中電気工事|金額:|内容:屋上防水工事|担当:山田太郎|連絡先:|備考:Excepturi qui minus est at ut nam aut deserunt vel ut deleniti rerum quia magni aperiam.|特記事項:] / [NO:1257|日付:2024-06-12|会社:|金額:947,648|内容:内装デザイン変更|担当:渡辺由美|連絡先:|備考:|特記事項:]","[NO:1259|日付:2025-07-02|会社:高橋塗装|金額:|内容:配管工事|担当:|連絡先:|備考:|特記事項:Incidunt est animi enim soluta reiciendis incidunt ut reiciendis.] / [NO:1261|日付:2024-11-19|会社:佐藤建設|金額:|内容:ベランダ防水工事|担当:鈴木美咲|連絡先:|備考:|特記事項:Pariatur voluptas optio hic aliquid quaerat atque aut.] / [NO:1260|日付:2024-02-02|会社:株式会社山田工務店|金額:449,078|内容:給湯器交換|担当:|連絡先:+1.341.383.0844|備考:|特記事項:] / [NO:1262|日付:2023-11-10|会社:田中電気工事|金額:101,596|内容:給湯器交換|担当:|連絡先:|備考:|特記事項:]"
株式会社シダー,61241,"あおぞらの里 花見川アプランセンター",6171200241,,,,,,,,,,,,,,,,,,自社所有,2882.74,871.97,29,97824570,112188,,,,,自社所有物件として長期的な運営を予定。将来的な増築・改修計画あり。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-09,,渡辺由美,984.500.1339,"Quos totam quis molestias repudiandae debitis hic inventore nisi consequuntur optio adipisci quia dolor.","Et tempore sunt praesentium eius et amet sed voluptatibus eligendi.",2024-08-23,,,+1-571-935-1144,,,2024-04-26,渡辺リフォーム,加藤真理,458.652.5586,"Qui ipsam reprehenderit sapiente labore at architecto distinctio dolore occaecati voluptatem qui ad hic.","[NO:1269|日付:2025-05-30|会社:中村建築|金額:866,269|内容:防錆塗装工事|担当:|連絡先:+1 (743) 790-1155|備考:|特記事項:] / [NO:1267|日付:2024-06-09|会社:|金額:908,301|内容:外壁塗装工事|担当:|連絡先:828.754.5900|備考:Iure dolor molestiae ut voluptatem incidunt aut voluptatem maxime assumenda est aut.|特記事項:]","[NO:1273|日付:2025-08-24|会社:佐藤建設|金額:771,401|内容:照明設備更新|担当:鈴木美咲|連絡先:|備考:|特記事項:Quae quo ut nihil quia ad consectetur at amet quisquam.] / [NO:1270|日付:2024-12-05|会社:高橋塗装|金額:761,691|内容:天井改修工事|担当:渡辺由美|連絡先:|備考:Quae atque et odit rerum laboriosam ut enim magni eos totam modi cupiditate et dolores.|特記事項:] / [NO:1271|日付:2024-09-27|会社:田中電気工事|金額:|内容:外壁防水工事|担当:小林大輔|連絡先:|備考:|特記事項:] / [NO:1274|日付:2024-08-03|会社:|金額:|内容:換気扇清掃|担当:|連絡先:1-938-839-8928|備考:|特記事項:] / [NO:1272|日付:2023-11-12|会社:中村建築|金額:190,457|内容:フロア改修工事|担当:加藤真理|連絡先:|備考:|特記事項:Non fugit earum velit fugit ut aut ipsam est aliquid totam.]"
株式会社シダー,61251,"あおぞらの里 逆井アプランセンター",6171200251,,,,,,,,,,,,,,,,,,owned_rental,2314.33,700.04,39,100972370,144238,389541,"2024年9月13日 ～ 2027年9月13日",,3年,自社所有物件を第三者に賃貸。周辺環境は住宅地で静穏。バリアフリー対応済み。,,,,,,,,,,医療法人康生会,448-7842,"889 Koelpin Lodge Suite 160
North Delilah, NE 46075-3235",□□オフィス,049-59-7927,057-637-6660,facility@medical-care.co.jp,https://www.welfare-group.or.jp,事業拡大に伴い、長期的な利用を前提とした契約を希望。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-04,渡辺リフォーム,渡辺由美,+19087712396,"Nemo id velit officiis impedit magni et velit ipsum doloremque impedit autem libero qui voluptatem doloribus autem eos unde modi.","Aliquam id et architecto incidunt illum dolorem quis facere alias sed ut.",2024-09-05,,,,"Iste dolorum est qui tenetur possimus totam qui perferendis ducimus et deleniti eos aut et eveniet suscipit rerum fuga placeat labore.",,2024-11-22,鈴木設備,,"(458) 343-5995","Animi dolores qui earum ipsa voluptas nihil qui possimus ut.",,"[NO:1282|日付:2025-02-21|会社:中村建築|金額:|内容:ドア修理|担当:小林大輔|連絡先:240-222-1582|備考:Veniam deleniti rerum enim id molestiae et fugiat corrupti explicabo sed vitae dicta a molestiae sit qui ut sequi.|特記事項:] / [NO:1284|日付:2024-10-29|会社:田中電気工事|金額:763,505|内容:屋上防水工事|担当:山田太郎|連絡先:+1-801-381-6706|備考:Aspernatur vitae quos earum soluta atque vitae est mollitia laboriosam est officia cumque ducimus ut itaque vel.|特記事項:Soluta eos qui id vero facere quod ut eius maxime.] / [NO:1281|日付:2024-09-28|会社:小林電設|金額:570,233|内容:屋上防水工事|担当:佐藤次郎|連絡先:+1-469-972-5941|備考:|特記事項:] / [NO:1279|日付:2024-09-26|会社:|金額:|内容:壁面改修工事|担当:|連絡先:+16784637745|備考:|特記事項:] / [NO:1283|日付:2024-09-22|会社:田中電気工事|金額:196,617|内容:内装デザイン変更|担当:渡辺由美|連絡先:+15517588128|備考:Molestias maxime consequatur voluptate odio quidem ullam earum et atque aut praesentium rerum.|特記事項:] / [NO:1280|日付:2024-03-14|会社:株式会社山田工務店|金額:336,424|内容:ベランダ防水工事|担当:中村恵子|連絡先:254.746.1360|備考:Sunt veniam sunt rerum ea magnam ut amet et dolore quidem non et facilis qui quae occaecati.|特記事項:]"
株式会社シダー,62301,"あおぞらの里 小牧ケアプランセンター",6271200301,,,,,,,,,,,,,,,,,,賃貸,2187.31,661.62,45,,,207508,"2024年5月14日 ～ 2026年5月14日",,2年,賃貸契約による運営。周辺環境は住宅地で静穏。,野村不動産アーバンネット株式会社,733-5801,"775 Mariela Flats
Sonnychester, MI 94748",△△タワー12階,09-0548-8626,0593-375-1039,info@real-estate.jp,https://www.property-management.co.jp,24時間対応可能な管理体制を整備。緊急時の連絡先も明確化されている。,"Prof. Jadyn Goldner",731-4583,"330 Meagan Loaf Apt. 611
South Erica, NY 38343",戸建て住宅,0992-387-1516,0772-039-9077,arjun.stamm@example.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-04,,,,,"Iusto nobis est quia harum eius debitis voluptatibus quia voluptatem qui autem aspernatur.",2024-05-25,,佐藤次郎,"+1 (843) 310-1485",,,2024-05-22,渡辺リフォーム,,"(636) 603-1489","Aut est quidem ab dignissimos ab voluptas repellat voluptas.","[NO:1289|日付:2023-10-29|会社:|金額:981,926|内容:床材変更工事|担当:山田太郎|連絡先:|備考:Dolores occaecati incidunt cupiditate quibusdam explicabo ullam voluptas sint eum quia unde illum facilis enim quia inventore sed ut quas est.|特記事項:]","[NO:1293|日付:2025-06-28|会社:小林電設|金額:474,878|内容:外壁塗装工事|担当:佐藤次郎|連絡先:(907) 825-5865|備考:|特記事項:] / [NO:1291|日付:2025-06-13|会社:中村建築|金額:|内容:屋上防水工事|担当:渡辺由美|連絡先:|備考:Et repudiandae voluptas delectus aliquid aperiam est quo et excepturi eius facilis nesciunt adipisci nihil incidunt corporis quibusdam eum nihil fugit.|特記事項:] / [NO:1292|日付:2024-07-14|会社:|金額:|内容:外壁防水工事|担当:|連絡先:1-956-432-3590|備考:Dolor velit aut veritatis sapiente ea est recusandae earum aut in asperiores vel tempore iure cum nobis natus a veniam quod.|特記事項:] / [NO:1290|日付:2024-04-30|会社:小林電設|金額:557,724|内容:外壁塗装工事|担当:|連絡先:|備考:Ipsa ut inventore nesciunt aliquid ut voluptas aut dolor est quia non ad dolore autem commodi ullam qui quae error.|特記事項:Similique ullam sit similique consectetur ratione laboriosam assumenda.]"
株式会社シダー,63301,"あおぞらの里 森松ケアプランセンター",6371200301,,,,,,,,,,,,,,,,,,owned_rental,2077.55,628.42,30,102676287,163388,590662,"2024年9月30日 ～ 2027年9月30日",,3年,自社所有物件を第三者に賃貸。,,,,,,,,,,株式会社ライフケアサービス,506-4658,"87598 Lemke Stream Apt. 851
Kariland, NY 73991-1064",○○ビル本社,07-1872-6794,001-945-0843,office@healthcare.jp,,建物の維持管理についても積極的に協力する姿勢を示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-12,佐藤建設,鈴木美咲,773-646-2867,"Qui totam et doloremque recusandae et ad consequatur fugiat nesciunt asperiores eaque odio eligendi nemo tempora molestiae tenetur.",,2024-06-27,,,,,"Odio voluptas omnis earum quod provident praesentium autem earum voluptate molestiae est laborum deserunt.",2025-08-04,,,475.797.8435,"Nobis recusandae doloremque ut facilis consequuntur dolorum cumque illo at vel enim ipsam amet.",,"[NO:1298|日付:2024-11-18|会社:高橋塗装|金額:55,428|内容:換気扇清掃|担当:|連絡先:(234) 296-2085|備考:|特記事項:] / [NO:1299|日付:2024-08-24|会社:|金額:|内容:照明設備更新|担当:|連絡先:+14584662948|備考:|特記事項:Natus voluptas maiores et sed iste commodi maiores optio rerum vel est architecto expedita.] / [NO:1302|日付:2024-03-12|会社:田中電気工事|金額:897,646|内容:内装デザイン変更|担当:高橋健一|連絡先:+1 (628) 537-3410|備考:|特記事項:] / [NO:1300|日付:2024-02-22|会社:伊藤工業|金額:771,654|内容:壁紙張替え工事|担当:高橋健一|連絡先:|備考:Debitis debitis dolorum sit hic occaecati voluptatem ullam maiores laborum ut ut omnis ipsa animi corporis.|特記事項:] / [NO:1301|日付:2023-11-13|会社:|金額:389,484|内容:照明器具交換|担当:加藤真理|連絡先:|備考:Sunt aspernatur officia aut ut ipsam qui quibusdam dolorem velit amet cumque doloremque ea repudiandae suscipit.|特記事項:]"
株式会社シダー,63901,"あおぞらの里 下関ケアプランセンター",6371200901,,,,,,,,,,,,,,,,,,賃貸,2584.68,781.81,34,,,585555,"2023年10月14日 ～ 2025年10月14日",,2年,賃貸契約による運営。周辺環境は住宅地で静穏。,三井不動産リアルティ株式会社,108-6940,"130 Tyra Freeway Apt. 488
Leefort, CT 07746-5808",商業ビル4F,02-71-9565,012-9593-0433,support@property.co.jp,https://www.management-company.com,地域密着型の管理会社として、きめ細かいサービスを提供。,"Mr. Kennedi Grady Jr.",503-3990,"893 Erica Squares
Antoniettaport, CT 41771",△△ハイツ□□号,030-579-0495,,geovanny40@example.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-16,佐藤建設,高橋健一,+14842035168,"Voluptatem ipsum ab qui similique aut eum autem distinctio numquam dolorum delectus vel vel facilis qui.","Omnis ipsa vel aut in qui incidunt illo voluptatem.",2023-11-08,佐藤建設,渡辺由美,914.474.0012,,,2024-06-23,伊藤工業,鈴木美咲,570-857-7012,"Vel aliquid id iusto neque et explicabo ut molestiae voluptas optio qui quia.","[NO:1308|日付:2025-01-31|会社:|金額:54,843|内容:給湯器交換|担当:加藤真理|連絡先:1-785-950-2181|備考:|特記事項:]","[NO:1312|日付:2025-10-03|会社:佐藤建設|金額:73,765|内容:外壁防水工事|担当:渡辺由美|連絡先:|備考:Possimus consequatur et neque omnis architecto natus est cupiditate cupiditate quia sit molestias autem velit necessitatibus.|特記事項:] / [NO:1310|日付:2025-03-05|会社:|金額:956,050|内容:エアコン修理|担当:田中花子|連絡先:|備考:|特記事項:Omnis ipsa consequatur reiciendis molestiae et quos distinctio non vel corporis sit.] / [NO:1313|日付:2024-10-05|会社:|金額:|内容:電気設備点検|担当:高橋健一|連絡先:|備考:|特記事項:] / [NO:1311|日付:2024-07-17|会社:鈴木設備|金額:|内容:天井改修工事|担当:|連絡先:|備考:Sit animi nesciunt a quaerat maiores corrupti quos fugit voluptatem ad soluta voluptates in similique et quaerat.|特記事項:] / [NO:1309|日付:2024-03-02|会社:|金額:|内容:水道管修理|担当:田中花子|連絡先:+1.469.370.0443|備考:Tenetur optio iusto perspiciatis ut quia optio reiciendis est sunt officia accusantium voluptate qui provident debitis.|特記事項:]"
株式会社シダー,63902,"あおぞらの里 西の端ケアプランセンター",6371200902,,,,,,,,,,,,,,,,,,owned_rental,889.32,269.00,18,47800224,177696,485703,"2025年2月14日 ～ 2026年2月14日",,1年,自社所有物件を第三者に賃貸。賃料収入による安定的な収益確保。テナントとの良好な関係維持を重視。バリアフリー対応済み。,,,,,,,,,,医療法人愛和会,006-8614,"3197 Krajcik Lodge Suite 707
New Hudson, AL 08628",ビジネスプラザ,0421-113-3307,05-8259-3373,contact@senior-care.com,https://www.medical-care.co.jp,施設の運営実績が豊富で、適切な管理体制が構築されている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-15,佐藤建設,,,,,2024-11-30,,山田太郎,+1-469-659-6498,,"[NO:1317|日付:2025-01-27|会社:佐藤建設|金額:|内容:配管工事|担当:小林大輔|連絡先:|備考:Ipsa provident explicabo animi nemo nihil tempora reiciendis voluptas libero non id rerum ipsa ut et qui pariatur.|特記事項:]","[NO:1322|日付:2024-12-19|会社:|金額:|内容:給湯器交換|担当:|連絡先:|備考:Qui qui itaque nulla odit itaque quibusdam nihil incidunt nihil expedita doloribus repellendus quia cum.|特記事項:] / [NO:1320|日付:2024-12-13|会社:高橋塗装|金額:362,841|内容:ドア修理|担当:山田太郎|連絡先:|備考:|特記事項:] / [NO:1321|日付:2024-05-26|会社:鈴木設備|金額:110,150|内容:ドア修理|担当:|連絡先:540-730-8514|備考:|特記事項:Suscipit quo omnis illum non et error quam iure esse sunt sunt.] / [NO:1319|日付:2024-03-29|会社:田中電気工事|金額:28,350|内容:ドア修理|担当:山田太郎|連絡先:+14326962734|備考:|特記事項:Esse natus odio dolorem minima tempore omnis asperiores perferendis minima.] / [NO:1323|日付:2023-11-22|会社:|金額:|内容:地下防水工事|担当:高橋健一|連絡先:+1.985.280.4481|備考:Veritatis adipisci sunt architecto enim ex et qui dolorem et veniam harum et et aliquam sed.|特記事項:]"
株式会社シダー,64001,"あおぞらの里 小文字ケアプランセンター",6471200001,,,,,,,,,,,,,,,,,,owned_rental,1817.93,549.89,46,95414713,173516,315902,"2024年2月4日 ～ 2025年2月4日",,1年,自社所有物件を第三者に賃貸。,,,,,,,,,,医療法人清和会,673-8147,"51204 Jones Ferry
North Tianafort, ID 05136-1437",△△センター,06-71-8029,0059-18-0219,admin@welfare.or.jp,https://www.senior-life.com,建物の維持管理についても積極的に協力する姿勢を示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-23,中村建築,,,"Recusandae vero ut illo qui sequi aut iste mollitia architecto.","Laboriosam natus eum amet libero est ab aut non et sit aspernatur.",2025-10-10,鈴木設備,,925-661-0362,"Quidem voluptatibus sint cupiditate voluptas ipsam alias nemo numquam et sunt aperiam.",,,,,,,"[NO:1326|日付:2025-06-04|会社:中村建築|金額:115,115|内容:内装デザイン変更|担当:鈴木美咲|連絡先:|備考:Dicta velit laborum pariatur est ut temporibus est quam id in sint qui et accusamus voluptate.|特記事項:Minima omnis praesentium autem quis quod possimus necessitatibus quae consequuntur expedita.]","[NO:1331|日付:2025-08-16|会社:|金額:|内容:水道管修理|担当:|連絡先:|備考:Ut provident ipsam molestiae repellendus illo eligendi reiciendis expedita molestiae hic.|特記事項:] / [NO:1328|日付:2025-06-16|会社:|金額:|内容:ドア修理|担当:中村恵子|連絡先:956-510-8091|備考:|特記事項:] / [NO:1330|日付:2025-04-07|会社:鈴木設備|金額:900,931|内容:ベランダ防水工事|担当:|連絡先:|備考:|特記事項:] / [NO:1329|日付:2024-08-07|会社:株式会社山田工務店|金額:410,217|内容:壁紙張替え工事|担当:|連絡先:+1-630-583-8203|備考:Fugiat rerum impedit nesciunt voluptatem qui et temporibus repellat consequuntur ipsum qui accusantium sed debitis velit soluta omnis at laborum.|特記事項:] / [NO:1327|日付:2024-03-04|会社:鈴木設備|金額:329,248|内容:換気扇清掃|担当:|連絡先:432-976-0445|備考:Et iste culpa culpa placeat mollitia et dicta occaecati vero repudiandae earum dolore similique.|特記事項:]"
株式会社シダー,64002,"あおぞらの里 黒崎ケアプランセンター",6471200002,,,,,,,,,,,,,,,,,,自社所有,973.07,294.33,16,49441848,167981,,,,,自社所有物件として長期的な運営を予定。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12,,,650.853.1207,,,2025-07-09,伊藤工業,,,,,2025-06-29,鈴木設備,伊藤正男,+16282696234,"Repudiandae consequuntur amet libero iste magni corporis error repellat rerum.","[NO:1336|日付:2025-09-03|会社:加藤住宅設備|金額:143,398|内容:電気設備点検|担当:鈴木美咲|連絡先:1-910-328-5766|備考:Dignissimos aspernatur sapiente eos qui eum delectus deleniti et qui iusto sequi rerum expedita et aspernatur ex nihil ab.|特記事項:Enim at blanditiis eius nostrum non possimus pariatur et deserunt ut.]","[NO:1342|日付:2025-01-24|会社:中村建築|金額:724,286|内容:内装リニューアル工事|担当:|連絡先:|備考:Asperiores autem odit eum est ratione tempore maiores temporibus quasi accusantium autem est dolor aperiam provident ex autem dolorem libero.|特記事項:] / [NO:1339|日付:2024-09-17|会社:|金額:|内容:内装リニューアル工事|担当:鈴木美咲|連絡先:(580) 240-0786|備考:|特記事項:] / [NO:1340|日付:2023-12-20|会社:株式会社山田工務店|金額:860,023|内容:ベランダ防水工事|担当:|連絡先:|備考:Delectus ut assumenda saepe et cupiditate quidem eos quos eveniet voluptatem.|特記事項:] / [NO:1341|日付:2023-11-30|会社:佐藤建設|金額:872,395|内容:床材変更工事|担当:|連絡先:689-508-6982|備考:|特記事項:Repellendus sit sed sunt aut suscipit cum dignissimos.]"
